,best,step,problem
89,70587.09310537027,80,80_1
90,81757.6067614311,80,80_2
91,79905.620968098,80,80_2
92,78994.0203473647,80,80_2
93,83186.98630257988,80,80_2
94,82761.11937593989,80,80_2
95,82111.2481573239,80,80_2
96,80856.89909042278,80,80_2
97,80579.87130827385,80,80_2
98,79976.332470938,80,80_2
99,78455.90139816696,80,80_2
100,79513.91599164122,80,80_3
101,80505.23958241708,80,80_3
102,74886.26537062651,80,80_3
103,79813.8798171133,80,80_3
104,75899.84169605427,80,80_3
105,78976.15023198238,80,80_3
106,77398.48551438542,80,80_3
107,77124.5524656334,80,80_3
108,79261.9864617589,80,80_3
109,74849.62874178945,80,80_3
110,87379.67280324518,80,80_4
111,89416.75613237986,80,80_4
112,88353.12174880608,80,80_4
113,86652.95523675226,80,80_4
114,89408.45977103103,80,80_4
115,87354.96144125971,80,80_4
116,88813.31937927092,80,80_4
117,87420.0168988081,80,80_4
118,87879.06486274835,80,80_4
119,89230.83325265202,80,80_4
120,107641.45451280716,80,100_1
121,103956.46239597695,80,100_1
122,105230.97665408548,80,100_1
123,103982.69705035083,80,100_1
124,103610.17845627668,80,100_1
125,108265.52355325551,80,100_1
126,106095.1269838718,80,100_1
127,105497.32457590783,80,100_1
128,105494.10462512357,80,100_1
129,104237.25073586205,80,100_1
130,92182.43611929173,80,100_2
131,90172.49087649514,80,100_2
132,91061.1546202598,80,100_2
133,91550.87937454056,80,100_2
134,91619.43225344602,80,100_2
135,92648.08081156909,80,100_2
136,91016.55862174075,80,100_2
137,90396.2698628353,80,100_2
138,87453.88097928831,80,100_2
139,92375.0110038051,80,100_2
140,94369.22045191251,80,100_3
141,93019.66852733977,80,100_3
142,93863.59104612477,80,100_3
143,85887.9516343226,80,100_3
144,90815.30793540893,80,100_3
145,84738.56408945199,80,100_3
146,90637.59990058528,80,100_3
147,96718.4551019535,80,100_3
148,90367.68062156676,80,100_3
149,84598.84231937764,80,100_3
150,47307.21634138448,100,50_1_1
151,48604.73929155588,100,50_1_1
152,47532.73444950851,100,50_1_1
153,46075.872727927606,100,50_1_1
154,48757.77924917098,100,50_1_1
155,46058.652586581906,100,50_1_1
156,47059.00639358256,100,50_1_1
157,47101.75162342597,100,50_1_1
158,47282.50894952811,100,50_1_1
159,46058.652586581906,100,50_1_1
160,50076.51781928953,100,50_1_2
161,49813.96692798855,100,50_1_2
162,49649.431241748825,100,50_1_2
163,49502.8996445347,100,50_1_2
164,49675.87101556457,100,50_1_2
165,49703.48080813432,100,50_1_2
166,49697.6839870979,100,50_1_2
167,48965.164317713745,100,50_1_2
168,49679.81951443644,100,50_1_2
169,50156.5081597915,100,50_1_2
170,58541.737781532174,100,50_1_3
171,60265.90608854141,100,50_1_3
172,60600.447054835866,100,50_1_3
173,58528.924641529404,100,50_1_3
174,61419.595791527725,100,50_1_3
175,59923.35307662264,100,50_1_3
176,60545.24231900199,100,50_1_3
177,60160.81618917112,100,50_1_3
178,58528.924641529404,100,50_1_3
179,61727.6928728109,100,50_1_3
180,66017.30606037194,100,50_1_4
181,65940.58801184384,100,50_1_4
182,64783.60243961422,100,50_1_4
183,66898.7804120611,100,50_1_4
184,67199.78342585267,100,50_1_4
185,65155.42779891174,100,50_1_4
186,64732.459045880925,100,50_1_4
187,65462.69820994478,100,50_1_4
188,63824.18611266362,100,50_1_4
189,64474.550190918264,100,50_1_4
190,45644.203304433846,100,50_2_1
191,46180.430461706695,100,50_2_1
192,45422.90118099624,100,50_2_1
193,46583.11013860416,100,50_2_1
194,46441.16795174169,100,50_2_1
195,46313.563661405984,100,50_2_1
196,48855.69943455039,100,50_2_1
197,48144.94308850542,100,50_2_1
198,46706.54044005478,100,50_2_1
199,46155.41972047386,100,50_2_1
200,47600.6827661099,100,50_2_2
201,48481.96687324987,100,50_2_2
202,47678.21273394891,100,50_2_2
203,48582.06526927604,100,50_2_2
204,48560.79933868046,100,50_2_2
205,47600.6827661099,100,50_2_2
206,47600.6827661099,100,50_2_2
207,47600.6827661099,100,50_2_2
208,47874.51737041521,100,50_2_2
209,47958.86507502209,100,50_2_2
210,54673.89895120451,100,50_2_3
211,56788.131574033105,100,50_2_3
212,54673.89895120451,100,50_2_3
213,55162.18221273132,100,50_2_3
214,54522.48508310111,100,50_2_3
215,54673.89895120451,100,50_2_3
216,54673.89895120451,100,50_2_3
217,54673.89895120451,100,50_2_3
218,55673.272598036754,100,50_2_3
219,54740.14317574576,100,50_2_3
220,66152.06600415849,100,50_2_4
221,63622.922484446746,100,50_2_4
222,66640.507201031,100,50_2_4
223,64620.78720610768,100,50_2_4
224,65469.92910158797,100,50_2_4
225,65113.319780146194,100,50_2_4
226,65862.1495275548,100,50_2_4
227,65618.90196583737,100,50_2_4
228,65739.48253991746,100,50_2_4
229,66320.74041552636,100,50_2_4
230,73685.46395392808,100,80_1
231,77605.25659065739,100,80_1
232,73908.4069139291,100,80_1
233,74538.57964946386,100,80_1
234,74303.27894495155,100,80_1
235,75748.24852950232,100,80_1
236,70955.96841448323,100,80_1
237,69522.83633001226,100,80_1
238,71308.66001099869,100,80_1
239,75016.07998748648,100,80_1
240,82190.54650749004,100,80_2
241,80791.37051721931,100,80_2
242,79041.80127305757,100,80_2
243,81917.0021159028,100,80_2
244,82994.88801961957,100,80_2
245,80269.89974955085,100,80_2
246,79907.81317923832,100,80_2
247,80201.26190803136,100,80_2
248,82065.05583498203,100,80_2
249,81292.94058337733,100,80_2
250,79641.41480203324,100,80_3
251,79493.45466415084,100,80_3
252,80435.85162176607,100,80_3
253,80106.94209315427,100,80_3
254,80507.86304068798,100,80_3
255,78500.90991276893,100,80_3
256,80343.15169479196,100,80_3
257,76661.54358130692,100,80_3
258,78189.39711170652,100,80_3
259,74603.3813117045,100,80_3
260,89747.21751555911,100,80_4
261,87864.28994770789,100,80_4
262,87246.18657972703,100,80_4
263,86694.60148044914,100,80_4
264,88815.11302986773,100,80_4
265,88830.23056733585,100,80_4
266,87615.11220769852,100,80_4
267,89006.20499012753,100,80_4
268,87595.90616493807,100,80_4
269,87361.61508180297,100,80_4
270,105034.66754702241,100,100_1
271,105309.25767748598,100,100_1
272,104454.41713661296,100,100_1
273,104255.20210570435,100,100_1
274,105969.48427012611,100,100_1
275,104208.64710283962,100,100_1
276,106511.0811482252,100,100_1
277,106052.98344950462,100,100_1
278,106589.26907921796,100,100_1
279,103686.48409981627,100,100_1
280,91055.38229706704,100,100_2
281,92683.48726741088,100,100_2
282,90119.72900607312,100,100_2
283,91970.22476614622,100,100_2
284,93742.3555742176,100,100_2
285,91672.66100556178,100,100_2
286,92526.54033561239,100,100_2
287,92818.6222715144,100,100_2
288,93745.98896049219,100,100_2
289,91567.09854031174,100,100_2
290,86172.90591378284,100,100_3
291,95663.43276817878,100,100_3
292,86550.26413597005,100,100_3
293,92819.22009566013,100,100_3
294,92144.86806417302,100,100_3
295,90617.11328773425,100,100_3
296,94259.40266784461,100,100_3
297,91191.87841964267,100,100_3
298,90267.0419738655,100,100_3
299,81295.649742194,100,100_3
300,48833.066442663156,120,50_1_1
301,46999.028278096186,120,50_1_1
302,47050.74124420417,120,50_1_1
303,47290.00130462767,120,50_1_1
304,47278.62067978336,120,50_1_1
305,47395.14443216157,120,50_1_1
306,47348.51159998913,120,50_1_1
307,46668.68809423319,120,50_1_1
308,46072.9442337699,120,50_1_1
309,47281.7503182059,120,50_1_1
310,49710.03844455244,120,50_1_2
311,50079.96527157954,120,50_1_2
312,49505.75759360628,120,50_1_2
313,49888.97501865589,120,50_1_2
314,49516.768868343446,120,50_1_2
315,49505.75759360628,120,50_1_2
316,49222.674184145966,120,50_1_2
317,49596.52411599181,120,50_1_2
318,49261.4175799216,120,50_1_2
319,49304.789696048756,120,50_1_2
320,59541.67599600241,120,50_1_3
321,58186.42457846354,120,50_1_3
322,59541.67599600241,120,50_1_3
323,59541.67599600241,120,50_1_3
324,59541.67599600241,120,50_1_3
325,60194.38593403212,120,50_1_3
326,58913.944375546096,120,50_1_3
327,59631.41470284805,120,50_1_3
328,60194.38593403212,120,50_1_3
329,63733.64346507449,120,50_1_3
330,65679.09808437966,120,50_1_4
331,65670.40560697358,120,50_1_4
332,64092.36413036822,120,50_1_4
333,67290.12075397918,120,50_1_4
334,65472.60136606521,120,50_1_4
335,64792.22223722805,120,50_1_4
336,63883.55151340578,120,50_1_4
337,66490.62734838012,120,50_1_4
338,64824.51334521263,120,50_1_4
339,67684.99906423296,120,50_1_4
340,46243.269424938306,120,50_2_1
341,47615.30675491621,120,50_2_1
342,46493.80132093715,120,50_2_1
343,47637.34979982667,120,50_2_1
344,46102.273502681055,120,50_2_1
345,46815.90612673054,120,50_2_1
346,45696.88022380069,120,50_2_1
347,46313.93902170398,120,50_2_1
348,46471.562387284925,120,50_2_1
349,46586.26157200429,120,50_2_1
350,48779.449417337084,120,50_2_2
351,48660.89773470663,120,50_2_2
352,49054.62157646667,120,50_2_2
353,47320.03042503672,120,50_2_2
354,49343.797734094805,120,50_2_2
355,47778.31112997508,120,50_2_2
356,47901.45867579056,120,50_2_2
357,47600.6827661099,120,50_2_2
358,48549.85325310601,120,50_2_2
359,47774.41897438904,120,50_2_2
360,54201.07288785168,120,50_2_3
361,55288.483295549275,120,50_2_3
362,55536.85656910564,120,50_2_3
363,54765.546386148155,120,50_2_3
364,54673.89895120451,120,50_2_3
365,55134.42578731688,120,50_2_3
366,55349.060103868,120,50_2_3
367,56377.60915079496,120,50_2_3
368,56779.55886140921,120,50_2_3
369,54481.181572381785,120,50_2_3
370,64947.34459949304,120,50_2_4
371,65786.90148815088,120,50_2_4
372,66917.62135343475,120,50_2_4
373,65920.01582996351,120,50_2_4
374,62640.08197279743,120,50_2_4
375,63605.82851598822,120,50_2_4
376,64896.9660945725,120,50_2_4
377,65438.867259807645,120,50_2_4
378,62487.15577012299,120,50_2_4
379,64251.21940852729,120,50_2_4
380,77695.46423748757,120,80_1
381,76933.70589931229,120,80_1
382,75822.25509990272,120,80_1
383,76503.63340421507,120,80_1
384,72183.1267834515,120,80_1
385,76732.6154168332,120,80_1
386,74969.42217885017,120,80_1
387,70487.6274829123,120,80_1
388,76571.0974008544,120,80_1
389,69757.74454037451,120,80_1
390,80816.42905157036,120,80_2
391,79472.27955465831,120,80_2
392,80226.29536674189,120,80_2
393,80869.98367286191,120,80_2
394,79968.09212301328,120,80_2
395,79099.51195317548,120,80_2
396,80547.4022210007,120,80_2
397,82277.17752816877,120,80_2
398,80939.87602081936,120,80_2
399,80433.90025183372,120,80_2
400,78430.46625204064,120,80_3
401,74969.80105715242,120,80_3
402,78787.8184318968,120,80_3
403,77411.54520333352,120,80_3
404,76476.18516462097,120,80_3
405,74913.32771413153,120,80_3
406,73094.90492966044,120,80_3
407,75168.14235496022,120,80_3
408,75341.96747884198,120,80_3
409,80340.15869164935,120,80_3
410,90255.85248599145,120,80_4
411,87813.07126244162,120,80_4
412,89532.09300964705,120,80_4
413,87857.16373075313,120,80_4
414,87333.65858673322,120,80_4
415,89078.70540912618,120,80_4
416,88246.25285628096,120,80_4
417,86770.80861035113,120,80_4
418,87357.32827209414,120,80_4
419,88101.06063532179,120,80_4
420,108282.27429658841,120,100_1
421,105801.60029495577,120,100_1
422,105540.61859137866,120,100_1
423,105874.20022385707,120,100_1
424,109100.09888515751,120,100_1
425,107336.54532781859,120,100_1
426,105107.72380028052,120,100_1
427,105824.61360685782,120,100_1
428,105588.06388933575,120,100_1
429,106560.53109094029,120,100_1
430,92361.1499895604,120,100_2
431,90688.5649128767,120,100_2
432,90128.59187923148,120,100_2
433,95327.40557173584,120,100_2
434,90081.03490142737,120,100_2
435,89639.28592186901,120,100_2
436,93349.01810106693,120,100_2
437,88903.85134127992,120,100_2
438,91933.58172542993,120,100_2
439,90672.55060204383,120,100_2
440,91161.01273105432,120,100_3
441,83431.36208479942,120,100_3
442,92276.27354764105,120,100_3
443,84999.18527189363,120,100_3
444,92985.53526080176,120,100_3
445,81684.00897455013,120,100_3
446,89157.71228439949,120,100_3
447,93836.90972488033,120,100_3
448,100736.7475126616,120,100_3
449,84830.75093478267,120,100_3
450,46378.36396779756,150,50_1_1
451,49325.54948052794,150,50_1_1
452,46964.86084910833,150,50_1_1
453,47141.251407854885,150,50_1_1
454,47469.63450412547,150,50_1_1
455,47621.866882374175,150,50_1_1
456,47011.36406908241,150,50_1_1
457,46202.906914794294,150,50_1_1
458,47096.988657381604,150,50_1_1
459,46720.998887437265,150,50_1_1
460,49304.789696048756,150,50_1_2
461,49599.30547449108,150,50_1_2
462,50190.451391433766,150,50_1_2
463,49616.49056366764,150,50_1_2
464,49676.752691974674,150,50_1_2
465,49581.26495490355,150,50_1_2
466,49599.30547449108,150,50_1_2
467,49772.39801632807,150,50_1_2
468,50410.684001552596,150,50_1_2
469,49338.95712503661,150,50_1_2
470,59541.67599600241,150,50_1_3
471,59541.67599600241,150,50_1_3
472,59852.41830931639,150,50_1_3
473,60194.38593403212,150,50_1_3
474,59541.67599600241,150,50_1_3
475,58173.611438460764,150,50_1_3
476,61117.118216639195,150,50_1_3
477,59541.67599600241,150,50_1_3
478,61727.6928728109,150,50_1_3
479,58528.924641529404,150,50_1_3
480,66003.45689973903,150,50_1_4
481,66443.0820375881,150,50_1_4
482,64641.598865266526,150,50_1_4
483,65673.59703153747,150,50_1_4
484,65096.07248317657,150,50_1_4
485,66311.32196863461,150,50_1_4
486,65299.96474565775,150,50_1_4
487,65379.03235727173,150,50_1_4
488,65411.083871317154,150,50_1_4
489,66226.52927503939,150,50_1_4
490,48936.69798523198,150,50_2_1
491,46173.43863239791,150,50_2_1
492,46167.37528540597,150,50_2_1
493,46945.41122249857,150,50_2_1
494,45682.341911907395,150,50_2_1
495,46256.93198017426,150,50_2_1
496,48981.21279670945,150,50_2_1
497,48677.26579260808,150,50_2_1
498,47532.6746174438,150,50_2_1
499,48002.39461777713,150,50_2_1
500,50317.3637654783,150,50_2_2
501,49445.23400484575,150,50_2_2
502,49343.01442763915,150,50_2_2
503,49327.86163528895,150,50_2_2
504,49066.89390685699,150,50_2_2
505,49054.62157646667,150,50_2_2
506,47774.41897438904,150,50_2_2
507,47968.43280800288,150,50_2_2
508,48459.6514803637,150,50_2_2
509,48353.6907354324,150,50_2_2
510,56438.39514356859,150,50_2_3
511,55858.300824931284,150,50_2_3
512,55722.765345580076,150,50_2_3
513,54678.73610806599,150,50_2_3
514,55536.85656910564,150,50_2_3
515,54481.181572381785,150,50_2_3
516,54673.89895120451,150,50_2_3
517,54678.73610806599,150,50_2_3
518,54481.181572381785,150,50_2_3
519,54673.89895120451,150,50_2_3
520,61613.86054320114,150,50_2_4
521,64949.372393997975,150,50_2_4
522,65974.80041285262,150,50_2_4
523,63884.75950438074,150,50_2_4
524,65055.48178587215,150,50_2_4
525,62686.82511938005,150,50_2_4
526,65366.27854325439,150,50_2_4
527,64205.93726354106,150,50_2_4
528,66903.36763053846,150,50_2_4
529,66512.75956781079,150,50_2_4
530,77346.99524626038,150,80_1
531,75389.9544539951,150,80_1
532,76251.53570768535,150,80_1
533,77308.98416869537,150,80_1
534,74952.94932460232,150,80_1
535,74537.49335758344,150,80_1
536,72066.48919452238,150,80_1
537,71817.69697299096,150,80_1
538,71350.18279475652,150,80_1
539,71850.00017600117,150,80_1
540,81176.96345171887,150,80_2
541,81250.66624280963,150,80_2
542,80445.84473330941,150,80_2
543,80078.5398085969,150,80_2
544,81354.46832384236,150,80_2
545,79924.6030164568,150,80_2
546,79819.14618185465,150,80_2
547,80594.71331895937,150,80_2
548,79863.13115579038,150,80_2
549,80919.65765350348,150,80_2
550,77314.44259390995,150,80_3
551,75157.03483468847,150,80_3
552,78185.64696666611,150,80_3
553,77171.49140358271,150,80_3
554,80902.97411401264,150,80_3
555,74805.44080120209,150,80_3
556,78641.58830307079,150,80_3
557,80051.98264619468,150,80_3
558,75090.27085620325,150,80_3
559,78472.39571673478,150,80_3
560,88468.86517877271,150,80_4
561,88161.36844264258,150,80_4
562,86610.02153278101,150,80_4
563,86957.52871368457,150,80_4
564,88449.09667474689,150,80_4
565,86652.95523675224,150,80_4
566,86945.57127414652,150,80_4
567,87240.21005032529,150,80_4
568,88384.90066967561,150,80_4
569,90506.61241256955,150,80_4
570,108828.09931223773,150,100_1
571,106673.8676168515,150,100_1
572,111043.85362147538,150,100_1
573,110186.99293226327,150,100_1
574,111175.09220952984,150,100_1
575,107348.1291625666,150,100_1
576,110345.09587573321,150,100_1
577,110172.1269256842,150,100_1
578,106202.77718439906,150,100_1
579,107267.92870334067,150,100_1
580,92424.97803700359,150,100_2
581,92057.84338207153,150,100_2
582,91961.88071053714,150,100_2
583,92331.20489547699,150,100_2
584,98420.2836840123,150,100_2
585,91156.53911276991,150,100_2
586,97303.55120489787,150,100_2
587,94432.63096742872,150,100_2
588,91982.17712450454,150,100_2
589,84967.61971701453,150,100_2
590,90583.13229214012,150,100_3
591,94294.40554296569,150,100_3
592,90606.09685071775,150,100_3
593,87497.51224842377,150,100_3
594,92881.9948482009,150,100_3
595,85763.94085068832,150,100_3
596,91327.95440179868,150,100_3
597,91986.01725098863,150,100_3
598,88703.1062941868,150,100_3
599,91001.8505984334,150,100_3
