,best,step,problem
155,65427.738542380415,20,50_2_4
156,67444.32924174117,20,50_2_4
157,66209.61114252571,20,50_2_4
158,64380.00380212946,20,50_2_4
159,67924.94093334199,20,50_2_4
160,74501.258342433,20,80_1
161,76218.05280849562,20,80_1
162,72013.3265561753,20,80_1
163,76402.58674209064,20,80_1
164,76459.63669318019,20,80_1
165,76080.02433955939,20,80_1
166,75964.98450455249,20,80_1
167,75329.27596445422,20,80_1
168,70969.49012678492,20,80_1
169,76713.50474569469,20,80_1
170,76148.70180269354,20,80_1
171,74498.8926471918,20,80_1
172,71104.42601059128,20,80_1
173,75754.52548098202,20,80_1
174,76300.22440177003,20,80_1
175,78541.58982165025,20,80_1
176,76927.33181588151,20,80_1
177,76787.16587566683,20,80_1
178,75407.87845712223,20,80_1
179,75329.45851113359,20,80_1
180,83686.90450398845,20,80_2
181,81183.47740763843,20,80_2
182,79088.35884214498,20,80_2
183,81231.16642426566,20,80_2
184,81038.49925649789,20,80_2
185,81534.56191499173,20,80_2
186,80365.27030533206,20,80_2
187,83265.4158464949,20,80_2
188,82580.5630268433,20,80_2
189,83762.37490424674,20,80_2
190,80205.20260666944,20,80_2
191,82138.04423214553,20,80_2
192,81961.37733607381,20,80_2
193,83437.30650753765,20,80_2
194,83932.84356593117,20,80_2
195,79724.01049321522,20,80_2
196,79522.3305835473,20,80_2
197,82123.71255263776,20,80_2
198,82453.5293579805,20,80_2
199,80108.68375428984,20,80_2
200,78028.57321817387,20,80_3
201,76677.51069418901,20,80_3
202,79681.83279265018,20,80_3
203,77324.34209370782,20,80_3
204,76832.64493835875,20,80_3
205,79986.2529325018,20,80_3
206,77671.84073485892,20,80_3
207,79249.84547679126,20,80_3
208,76441.63989110496,20,80_3
209,81976.7206473618,20,80_3
210,79867.92948691847,20,80_3
211,76959.54803896253,20,80_3
212,76920.53907488911,20,80_3
213,80815.0068289349,20,80_3
214,76809.12448597244,20,80_3
215,78542.53671029759,20,80_3
216,78176.15272546436,20,80_3
217,81425.26680350042,20,80_3
218,82111.71342784214,20,80_3
219,79843.35945499736,20,80_3
220,88392.61788308596,20,80_4
221,89865.02068670043,20,80_4
222,89085.10658662097,20,80_4
223,88051.37679650972,20,80_4
224,88819.31451083088,20,80_4
225,89196.13198382824,20,80_4
226,89383.67820508822,20,80_4
227,89388.52256964699,20,80_4
228,88882.24932858128,20,80_4
229,88058.29039003674,20,80_4
230,88805.41236449876,20,80_4
231,88960.36462047361,20,80_4
232,89515.80121389733,20,80_4
233,89809.79175870706,20,80_4
234,89722.99190217376,20,80_4
235,89212.81376126588,20,80_4
236,87820.53512175567,20,80_4
237,88991.62482996515,20,80_4
238,88932.73374536613,20,80_4
239,89217.52052139018,20,80_4
240,107847.29713839671,20,100_1
241,103964.04825371895,20,100_1
242,105629.91513311453,20,100_1
243,108456.07655356846,20,100_1
244,107729.05315419343,20,100_1
245,109502.6461219698,20,100_1
246,105581.51952906969,20,100_1
247,108943.15414597957,20,100_1
248,104782.3255508212,20,100_1
249,107176.32972803198,20,100_1
250,106712.91156204525,20,100_1
251,107133.12428126452,20,100_1
252,106921.5126120022,20,100_1
253,105543.20405981992,20,100_1
254,105196.59553904764,20,100_1
255,104373.41732100816,20,100_1
256,104224.1488118928,20,100_1
257,105940.52911366125,20,100_1
258,105590.96992789765,20,100_1
259,107487.96057495648,20,100_1
260,95266.4435272628,20,100_2
261,92253.57358946487,20,100_2
262,87621.17390064703,20,100_2
263,89605.89623496636,20,100_2
264,92634.60883140925,20,100_2
265,94849.33076862036,20,100_2
266,90394.97986698436,20,100_2
267,93108.12439280964,20,100_2
268,92935.76432331606,20,100_2
269,95086.88655272101,20,100_2
270,90833.18701823587,20,100_2
271,93366.23159250611,20,100_2
272,93356.86132813338,20,100_2
273,92544.96464491171,20,100_2
274,90920.08084817158,20,100_2
275,90237.00471136822,20,100_2
276,92737.1158517121,20,100_2
277,93594.71925125891,20,100_2
278,94942.16122757128,20,100_2
279,91755.1874366063,20,100_2
280,95437.06218039781,20,100_3
281,88160.58971565565,20,100_3
282,91317.73747495111,20,100_3
283,91560.0645984661,20,100_3
284,90294.0169044697,20,100_3
285,93790.77862893946,20,100_3
286,88699.1887143723,20,100_3
287,91749.43143162072,20,100_3
288,84756.14611251968,20,100_3
289,90232.59480166141,20,100_3
290,92985.19481288802,20,100_3
291,84000.74313702567,20,100_3
292,97447.69614643746,20,100_3
293,95102.20591708773,20,100_3
294,95145.30274765239,20,100_3
295,92225.18966702913,20,100_3
296,86491.70371910892,20,100_3
297,85192.24353883165,20,100_3
298,93437.05926766944,20,100_3
299,88632.9550634095,20,100_3
300,46775.52018964745,30,50_1_1
301,47031.78281112284,30,50_1_1
302,46881.07592775395,30,50_1_1
303,46502.60044840144,30,50_1_1
304,46855.06207657859,30,50_1_1
305,46107.11166275776,30,50_1_1
306,46743.86269147958,30,50_1_1
307,47435.1505498917,30,50_1_1
308,47315.91774719376,30,50_1_1
309,47253.70454414145,30,50_1_1
310,46929.545007120556,30,50_1_1
311,46991.71823193935,30,50_1_1
312,46000.698130681216,30,50_1_1
313,46598.06442866102,30,50_1_1
314,46429.849390545685,30,50_1_1
315,48270.27870456356,30,50_1_1
316,46258.43844429146,30,50_1_1
317,46216.483741030504,30,50_1_1
318,46511.50085055467,30,50_1_1
319,46672.33921710655,30,50_1_1
320,49813.96692798855,30,50_1_2
321,49906.69284378165,30,50_1_2
322,49877.184867098316,30,50_1_2
323,49226.378155786726,30,50_1_2
324,49988.41213452292,30,50_1_2
325,49681.72871314722,30,50_1_2
326,50166.223877829754,30,50_1_2
327,50669.30183626649,30,50_1_2
328,49471.59016461842,30,50_1_2
329,49420.86152961276,30,50_1_2
330,49338.95712503661,30,50_1_2
331,49463.89107641001,30,50_1_2
332,50425.78812377718,30,50_1_2
333,49656.95835609615,30,50_1_2
334,50624.73046280812,30,50_1_2
335,50410.684001552596,30,50_1_2
336,49813.96692798855,30,50_1_2
337,50072.93651758681,30,50_1_2
338,50741.79377660987,30,50_1_2
339,49813.96692798855,30,50_1_2
340,58550.38234547674,30,50_1_3
341,62030.71703315276,30,50_1_3
342,62360.04571004015,30,50_1_3
343,61370.41525643318,30,50_1_3
344,59597.97060556449,30,50_1_3
345,63733.64346507449,30,50_1_3
346,61419.595791527725,30,50_1_3
347,60600.447054835866,30,50_1_3
348,61731.66057413038,30,50_1_3
349,61253.15699286558,30,50_1_3
350,61569.02291565492,30,50_1_3
351,58537.56920547397,30,50_1_3
352,59649.64603245171,30,50_1_3
353,58186.42457846354,30,50_1_3
354,59541.67599600241,30,50_1_3
355,64472.20346449978,30,50_1_3
356,59559.59174899129,30,50_1_3
357,59541.67599600241,30,50_1_3
358,58785.002686538355,30,50_1_3
359,60609.09161878043,30,50_1_3
360,65155.61371078789,30,50_1_4
361,67692.31108282514,30,50_1_4
362,66055.1183460415,30,50_1_4
363,63775.61111375094,30,50_1_4
364,65788.27907966517,30,50_1_4
365,64437.53258328365,30,50_1_4
366,65309.472554314954,30,50_1_4
367,66166.85832913642,30,50_1_4
368,64588.12076026412,30,50_1_4
369,65097.736614392416,30,50_1_4
370,66691.04400495566,30,50_1_4
371,67273.0468734115,30,50_1_4
372,65909.72129763247,30,50_1_4
373,63801.11010191344,30,50_1_4
374,65794.28959867544,30,50_1_4
375,67103.17161777621,30,50_1_4
376,67385.94406887527,30,50_1_4
377,65598.34453028817,30,50_1_4
378,66227.96735088198,30,50_1_4
379,66211.46118418431,30,50_1_4
380,46799.50771957311,30,50_2_1
381,48281.066076800926,30,50_2_1
382,47113.733388892506,30,50_2_1
383,45943.15754715405,30,50_2_1
384,46585.2955600288,30,50_2_1
385,46669.84349926052,30,50_2_1
386,46070.737537039066,30,50_2_1
387,47509.00449189334,30,50_2_1
388,46928.038821007714,30,50_2_1
389,46696.37698626527,30,50_2_1
390,45940.3567504407,30,50_2_1
391,47793.55940096638,30,50_2_1
392,47143.168848169225,30,50_2_1
393,45362.76691367629,30,50_2_1
394,46551.40908109939,30,50_2_1
395,46630.45207795831,30,50_2_1
396,48026.41088497109,30,50_2_1
397,46986.988900563585,30,50_2_1
398,45562.92361217692,30,50_2_1
399,46589.770726370385,30,50_2_1
400,47320.03042503672,30,50_2_2
401,49394.020497013415,30,50_2_2
402,47549.93659613144,30,50_2_2
403,49054.62157646667,30,50_2_2
404,47830.58893720462,30,50_2_2
405,49638.24817993742,30,50_2_2
406,50094.0722641563,30,50_2_2
407,48958.41533602654,30,50_2_2
408,48958.41533602654,30,50_2_2
409,47416.23666547685,30,50_2_2
410,48582.06526927604,30,50_2_2
411,49239.067677099716,30,50_2_2
412,47320.03042503672,30,50_2_2
413,48123.78456433768,30,50_2_2
414,49695.15903575412,30,50_2_2
415,49773.026205695605,30,50_2_2
416,48582.06526927604,30,50_2_2
417,49375.18236961974,30,50_2_2
418,49998.20804348926,30,50_2_2
419,48875.65565777722,30,50_2_2
420,55922.64939148663,30,50_2_3
421,54740.14317574576,30,50_2_3
422,54201.07288785168,30,50_2_3
423,55339.30203342144,30,50_2_3
424,56438.39514356859,30,50_2_3
425,54834.342589851905,30,50_2_3
426,58147.974651735276,30,50_2_3
427,54481.181572381785,30,50_2_3
428,55512.425569564686,30,50_2_3
429,58623.33171278356,30,50_2_3
430,54995.31114645394,30,50_2_3
431,54481.181572381785,30,50_2_3
432,54765.546386148155,30,50_2_3
433,57537.752129195025,30,50_2_3
434,56779.55886140921,30,50_2_3
435,56561.48113645789,30,50_2_3
436,54481.181572381785,30,50_2_3
437,54740.14317574576,30,50_2_3
438,58561.756806158475,30,50_2_3
439,55929.513141469244,30,50_2_3
440,68192.54124202678,30,50_2_4
441,66653.11421010834,30,50_2_4
442,64300.21950861758,30,50_2_4
443,64192.09956299665,30,50_2_4
444,64420.594837414,30,50_2_4
445,64366.45228204736,30,50_2_4
446,63828.994617744975,30,50_2_4
447,64532.62610849585,30,50_2_4
448,63587.95568071971,30,50_2_4
449,64811.37066665225,30,50_2_4
450,62885.75346546217,30,50_2_4
451,66010.622815021,30,50_2_4
452,64955.71630332766,30,50_2_4
453,64498.916521023,30,50_2_4
454,64528.09677719073,30,50_2_4
455,65702.84077569343,30,50_2_4
456,64668.34648592172,30,50_2_4
457,67147.66952230557,30,50_2_4
458,66279.04888129441,30,50_2_4
459,64273.33283219117,30,50_2_4
460,74400.31691593167,30,80_1
461,74787.87210091656,30,80_1
462,74236.3400750072,30,80_1
463,75906.00034530053,30,80_1
464,71962.04210512042,30,80_1
465,76268.19390861093,30,80_1
466,74682.15305568562,30,80_1
467,73221.48466833086,30,80_1
468,71904.00402520492,30,80_1
469,75638.2113615622,30,80_1
470,75128.098527285,30,80_1
471,71663.98927952784,30,80_1
472,74241.97047449855,30,80_1
473,75521.28690836033,30,80_1
474,77291.58094650113,30,80_1
475,75607.18414196644,30,80_1
476,77815.51873027155,30,80_1
477,76310.72196173214,30,80_1
478,75410.57715911082,30,80_1
479,74921.08866867027,30,80_1
480,81536.03643453952,30,80_2
481,80112.15920467065,30,80_2
482,79066.6151473884,30,80_2
483,81294.90405487482,30,80_2
484,79851.35320744076,30,80_2
485,79919.58751980419,30,80_2
486,83996.35602025875,30,80_2
487,81203.29875702843,30,80_2
488,80398.14489805371,30,80_2
489,82036.84246578137,30,80_2
490,80808.01183012636,30,80_2
491,82668.31744298736,30,80_2
492,81825.8756487339,30,80_2
493,81834.62871599759,30,80_2
494,81919.17705880618,30,80_2
495,80061.89716778375,30,80_2
496,83592.74223085237,30,80_2
497,82150.72227696016,30,80_2
498,80793.38224437142,30,80_2
499,80553.30983731379,30,80_2
500,76925.3816186054,30,80_3
501,82268.88070592536,30,80_3
502,80938.38765357775,30,80_3
503,80042.40039039287,30,80_3
504,78946.87894509711,30,80_3
505,81157.67088653162,30,80_3
506,79866.03259466507,30,80_3
507,76286.71959386907,30,80_3
508,85014.10943727952,30,80_3
509,75404.97787817259,30,80_3
510,75411.51835313282,30,80_3
511,80874.84290597614,30,80_3
512,80347.93616465968,30,80_3
513,78876.5007594887,30,80_3
514,80582.75399420058,30,80_3
515,77663.19083801543,30,80_3
516,74840.72347292495,30,80_3
517,81495.7667892216,30,80_3
518,77988.60051531573,30,80_3
519,74035.4670160332,30,80_3
520,87586.1036978988,30,80_4
521,89642.1489706569,30,80_4
522,90184.44124923705,30,80_4
523,87761.12504594185,30,80_4
524,88835.41946781943,30,80_4
525,88708.53532849897,30,80_4
526,88565.23099241348,30,80_4
527,89625.91756221832,30,80_4
528,88962.39157006006,30,80_4
529,89553.01068391532,30,80_4
530,88120.95266166881,30,80_4
531,87496.21460225341,30,80_4
532,88294.97959787384,30,80_4
533,89407.81804916915,30,80_4
534,89260.27250844316,30,80_4
535,88345.01883060363,30,80_4
536,86836.56994873981,30,80_4
537,87544.78352725762,30,80_4
538,90100.07496623581,30,80_4
539,86933.107335946,30,80_4
540,104289.02301122503,30,100_1
541,104711.25342885945,30,100_1
542,105450.52429808925,30,100_1
543,105440.17398946999,30,100_1
544,105362.75601030681,30,100_1
545,106803.98853493393,30,100_1
546,105046.72069582634,30,100_1
547,105560.6632839803,30,100_1
548,103776.53913650145,30,100_1
549,106804.25727622621,30,100_1
550,107802.87761868314,30,100_1
551,104497.5707813182,30,100_1
552,106950.5702648463,30,100_1
553,106383.9665901649,30,100_1
554,105337.19300247509,30,100_1
555,103939.33675401793,30,100_1
556,104989.02024618122,30,100_1
557,105519.10201917207,30,100_1
558,105700.15517514078,30,100_1
559,103703.0020289341,30,100_1
560,92219.1051982075,30,100_2
561,93281.63863615971,30,100_2
562,93608.50867092313,30,100_2
563,91645.71185258085,30,100_2
564,96401.90337424187,30,100_2
565,93353.84527582415,30,100_2
566,89633.74173281075,30,100_2
567,92812.19328548128,30,100_2
568,90555.60354212107,30,100_2
569,88567.32162269372,30,100_2
570,92650.1704078361,30,100_2
571,93346.68105156855,30,100_2
572,92252.10338006311,30,100_2
573,93063.36420769476,30,100_2
574,92888.63030970056,30,100_2
575,91664.91472037871,30,100_2
576,91736.22654159753,30,100_2
577,89860.79800412589,30,100_2
578,92587.8617317263,30,100_2
579,93175.15582634463,30,100_2
580,85919.66220338596,30,100_3
581,93266.71093430193,30,100_3
582,90317.93839214038,30,100_3
583,89135.59516035474,30,100_3
584,92205.43628557258,30,100_3
585,93559.07278250917,30,100_3
586,85872.20718385524,30,100_3
587,87697.07199215071,30,100_3
588,85303.04878173812,30,100_3
589,86199.28889891028,30,100_3
590,86157.49349552207,30,100_3
591,84767.81476065479,30,100_3
592,95730.94385999064,30,100_3
593,95841.91251472702,30,100_3
594,92406.96546327963,30,100_3
595,95407.63583083409,30,100_3
596,91929.1516818612,30,100_3
597,87332.1239541664,30,100_3
598,94810.9443786687,30,100_3
599,91349.2494547109,30,100_3
600,46382.852101836324,50,50_1_1
601,46344.1965388097,50,50_1_1
602,46933.76377603866,50,50_1_1
603,49655.59495120981,50,50_1_1
604,46885.917684466964,50,50_1_1
605,46216.483741030504,50,50_1_1
606,46292.95861622804,50,50_1_1
607,46297.3874343067,50,50_1_1
608,47681.515403790494,50,50_1_1
609,46991.830748753564,50,50_1_1
610,46960.43203102966,50,50_1_1
611,46109.89050916357,50,50_1_1
612,46960.43203102966,50,50_1_1
613,46058.652586581906,50,50_1_1
614,49181.122602865515,50,50_1_1
615,47057.70872138803,50,50_1_1
616,46058.652586581906,50,50_1_1
617,46659.493824343386,50,50_1_1
618,47516.81554514935,50,50_1_1
619,47663.40693919573,50,50_1_1
620,49429.72364742214,50,50_1_2
621,49582.32313467978,50,50_1_2
622,49370.52855066538,50,50_1_2
623,49228.471005182386,50,50_1_2
624,49338.95712503661,50,50_1_2
625,49304.789696048756,50,50_1_2
626,50771.23259655146,50,50_1_2
627,49565.13804550322,50,50_1_2
628,50343.94733134277,50,50_1_2
629,49516.768868343446,50,50_1_2
630,49482.60143935559,50,50_1_2
631,49338.95712503661,50,50_1_2
632,49114.65008331442,50,50_1_2
633,49468.73221554684,50,50_1_2
634,49449.690095097976,50,50_1_2
635,51462.38976725428,50,50_1_2
636,49456.9802137921,50,50_1_2
637,49184.82595722317,50,50_1_2
638,49338.95712503661,50,50_1_2
639,50432.22475397006,50,50_1_2
640,58714.96651372487,50,50_1_3
641,61475.89040108981,50,50_1_3
642,62495.72773759177,50,50_1_3
643,63844.1296099959,50,50_1_3
644,61253.15699286558,50,50_1_3
645,58541.737781532174,50,50_1_3
646,58528.924641529404,50,50_1_3
647,59998.287796153236,50,50_1_3
648,59541.67599600241,50,50_1_3
649,59541.67599600241,50,50_1_3
650,59541.67599600241,50,50_1_3
651,60600.447054835866,50,50_1_3
652,59920.13857562061,50,50_1_3
653,60194.38593403212,50,50_1_3
654,60656.74166439795,50,50_1_3
655,58528.924641529404,50,50_1_3
656,62324.552358047185,50,50_1_3
657,64054.14519045311,50,50_1_3
658,60117.673976175174,50,50_1_3
659,59541.67599600241,50,50_1_3
660,66648.49784067263,50,50_1_4
661,67099.00807092476,50,50_1_4
662,65363.78743361779,50,50_1_4
663,66812.68718934184,50,50_1_4
664,67437.87551855056,50,50_1_4
665,66769.76227592959,50,50_1_4
666,66444.0092316378,50,50_1_4
667,65691.52825912352,50,50_1_4
668,68829.11821809951,50,50_1_4
669,66120.59052623088,50,50_1_4
670,66311.67625879249,50,50_1_4
671,64831.331768411765,50,50_1_4
672,64551.36869629404,50,50_1_4
673,66327.81804673022,50,50_1_4
674,65746.04345895138,50,50_1_4
675,66408.81657035448,50,50_1_4
676,65507.681048428465,50,50_1_4
677,67531.96096019639,50,50_1_4
678,65041.459521481345,50,50_1_4
679,66247.75261898628,50,50_1_4
680,47406.3137023341,50,50_2_1
681,46348.93635799861,50,50_2_1
682,48910.55648361922,50,50_2_1
683,45722.089505259995,50,50_2_1
684,45963.96503175094,50,50_2_1
685,45877.1116883754,50,50_2_1
686,45729.01924187211,50,50_2_1
687,45230.99170440222,50,50_2_1
688,47062.74496098257,50,50_2_1
689,46635.431103572904,50,50_2_1
690,46766.91270418729,50,50_2_1
691,48997.98240479222,50,50_2_1
692,46142.611163665744,50,50_2_1
693,46818.4059019153,50,50_2_1
694,45997.66990483714,50,50_2_1
695,45477.44737028249,50,50_2_1
696,48502.397496066,50,50_2_1
697,45686.71052644719,50,50_2_1
698,45349.470255853055,50,50_2_1
699,46223.64411817055,50,50_2_1
700,48660.89773470663,50,50_2_2
701,49539.36688967661,50,50_2_2
702,49343.797734094805,50,50_2_2
703,47778.31112997508,50,50_2_2
704,47416.23666547685,50,50_2_2
705,48660.89773470663,50,50_2_2
706,49063.14539302163,50,50_2_2
707,48708.28583819846,50,50_2_2
708,48627.13273261721,50,50_2_2
709,48627.13273261721,50,50_2_2
710,47678.21273394891,50,50_2_2
711,48058.96347104826,50,50_2_2
712,47958.86507502209,50,50_2_2
713,47416.23666547685,50,50_2_2
714,47600.6827661099,50,50_2_2
715,47416.23666547685,50,50_2_2
716,48125.03938304724,50,50_2_2
717,48481.96687324987,50,50_2_2
718,47416.23666547685,50,50_2_2
719,50380.742011222195,50,50_2_2
720,57080.247765303146,50,50_2_3
721,54924.543613680085,50,50_2_3
722,54481.181572381785,50,50_2_3
723,56839.954127464196,50,50_2_3
724,55514.63071034917,50,50_2_3
725,54506.61187204928,50,50_2_3
726,57047.15924010269,50,50_2_3
727,55502.06393838542,50,50_2_3
728,55288.483295549275,50,50_2_3
729,54481.181572381785,50,50_2_3
730,55000.14830331542,50,50_2_3
731,54740.14317574576,50,50_2_3
732,54673.89895120451,50,50_2_3
733,55989.96973751337,50,50_2_3
734,54995.31114645394,50,50_2_3
735,57913.079196707375,50,50_2_3
736,54740.14317574576,50,50_2_3
737,54938.03240080192,50,50_2_3
738,55339.30203342144,50,50_2_3
739,54673.89895120451,50,50_2_3
740,66833.10828064318,50,50_2_4
741,65169.36716282632,50,50_2_4
742,69370.38143216526,50,50_2_4
743,66304.30725536695,50,50_2_4
744,65869.51596501793,50,50_2_4
745,65483.73353718194,50,50_2_4
746,66200.60865362232,50,50_2_4
747,63831.82666847379,50,50_2_4
748,62880.051196581146,50,50_2_4
749,66558.977656037,50,50_2_4
750,65839.11834391719,50,50_2_4
751,66467.0057241508,50,50_2_4
752,64393.717122309456,50,50_2_4
753,64850.36891288427,50,50_2_4
754,63581.08607077603,50,50_2_4
755,66952.14244283535,50,50_2_4
756,65067.34401323906,50,50_2_4
757,64218.202804910106,50,50_2_4
758,64205.10425482594,50,50_2_4
759,64170.45318781922,50,50_2_4
760,76415.80015078574,50,80_1
761,74787.46113602637,50,80_1
762,76520.84778084581,50,80_1
763,75766.67360435179,50,80_1
764,74669.30622960681,50,80_1
765,70470.90453262771,50,80_1
766,70929.43361273137,50,80_1
767,74816.86235415161,50,80_1
768,72384.97516291484,50,80_1
769,78348.68044876246,50,80_1
770,76395.43250012171,50,80_1
771,77905.41551397662,50,80_1
772,75408.31706782329,50,80_1
773,73508.01272404726,50,80_1
774,75707.80597067391,50,80_1
775,76982.57976284433,50,80_1
776,74893.2326076668,50,80_1
777,77181.19713960917,50,80_1
778,76677.0290677216,50,80_1
779,75010.5211311342,50,80_1
780,81347.38846179452,50,80_2
781,83463.91118259201,50,80_2
782,80032.74159241538,50,80_2
783,81060.82309405736,50,80_2
784,81138.32824978855,50,80_2
785,81960.80665320612,50,80_2
786,82870.01745949441,50,80_2
787,81463.01723236007,50,80_2
788,82463.05629229764,50,80_2
789,81160.72209037551,50,80_2
790,82440.57960094346,50,80_2
791,80097.9335778809,50,80_2
792,84110.38744838859,50,80_2
793,80413.75142680857,50,80_2
794,82388.1917555698,50,80_2
795,80127.67730919339,50,80_2
796,81075.6494535951,50,80_2
797,78928.69167886644,50,80_2
798,81507.54022808399,50,80_2
799,80305.63140653184,50,80_2
800,78360.00515345013,50,80_3
801,78105.66170894983,50,80_3
802,74926.10731621047,50,80_3
803,77126.20096392957,50,80_3
804,78025.53455852195,50,80_3
805,79103.30318940266,50,80_3
806,75920.9416419626,50,80_3
807,76274.9499471435,50,80_3
808,74905.93164881197,50,80_3
809,78895.13764628494,50,80_3
810,76817.06307882705,50,80_3
811,78705.42863047186,50,80_3
812,81256.15966598767,50,80_3
813,80172.49283523254,50,80_3
